Gene_1	Gene_2
KRTAP9-9	MCM2
PDDC1	PPM1A
CHD3	RP11-216N14.6
APP	CATIP
ATP5A1	EGFR
PML	SMAD3
CCT6A	RPSA
CD81	EIF3A
HIST1H2AG	MCM2
KIAA0586	UBC
AC002059.7	RP1-90K10.1
CCT6B	RP1-117P20.4
APP	RBM42
CCT6A	GAN
CCT6A	HKMT1069
BLMH	HSPC057
PCNA	TMEM218
TCP1	TP53
PSMD13	VHL
ACSM4	KRAS
EFTUD2	HSPC057
RP11-307C12.1	TUBA8
RP11-348N5.4	UFD1L
ANKFY1	SRPK2
CCT4	SNW1
ALYREF	ICAM1
APP	POU2F1
PRPF31	RP4-789D17.2
RP11-575L7.1	SUMO2
RP11-393H10.1	TGFB1
RBM3	TTN
DYRK1A	SMAD3
CCT4	RBM3
CCT5	TERT
CD81	RP11-506K6.1
PKP1	SUZ12
GS1-120K12.1	PSMC3
DHX30	SUZ12
RAP1GAP2	YWHAE
SRPK2	UNQ3002
CAST	RP11-391H12.1
AHCYL2	MSL1
AC002059.7	KIAA1143
PPIB	WWOX
RP23-63E8.1	TAF7
PP7073	YWHAE
APP	TEX2
HNRNPUL1	MCM2
APP	RP11-479E16.1
POC1A	Poc1b
CHD4	NR4A1
CAMK2A	RP11-575L7.1
RP23-63E8.1	SMAD2
CHD8	TCERG1
DCLRE1A	PCNA
DLX5	MSX2
EGFR	tcag7.697
RP11-151A6.3	SRPK2
EGFR	PIK3R1
PCGF1	SUZ12
ACTN1	MCM2
MCM7	RASSF10
PRO2292	RBFOX1
RXRA	SP1
UBC	YDR418W
RP11-348N5.2	RP3-339A18.4
HNRNPF	RP1-319D22.1
AC002059.7	RP11-459E2.1
KIF11	SRPK2
CCT2	CDK5
NLGN3	PIK3R1
CIRBP	SNRPA
MCM2	ORC1
EGFR	RP11-383C12.1
CDA	MCM2
EGFR	HBA1
ACIN1	CSNK2A1
APP	SCEL
DPYSL2	UNC13D
KPNB1	MSL1
APP	RP3-434O14.6
HIST1H3B	MCM2
UBC	YOR040W
ADPRH	SRPK2
Hoxa1	KRTAP3-2
RP11-569D9.4	SMAD2
TUBA3C	YWHAQ
DADB-87H23.3	FGF8
CGNL1	YWHAE
FOXE1	PAX3
Cul3	GPS1
RP24-143D17.2	VAMP3
NDUFS1	VAPA
MYL6B	RP3-339A18.4
CD81	RPL24
PHF5A	PRPF31
Kif21b	TCP1
PCNA	RAD51
JUNB	RP1-85F18.1
MTF1	RP1-85F18.1
SP1	TIMELESS
RP11-505F3.5	SMAD3
RBM3	RBMY1F
PTGS2	RP1-85F18.1
EGFR	MIR22HG
DASS-97D12.7	KRTAP10-7
ANKRD18A	YWHAQ
FBXO25	RP11-187B3.1
PIN1	RP4-811H24.2
SRSF3	SUZ12
CDC25C	PIN1
RP23-446O17.1	TCP1
RP11-443G18.6	SEH1L
DEK	HIST3H3
DAZAP1	MDH2
RP1-85F18.1	ZNF350
HIF1A	RP5-1068B5.2
DCTN4	GPS2
CHAF1A	PCNA
EGFR	RP11-505P4.2
UBC	YOR198C
KPNB1	TAF8
RP11-421P11.9	SMAD2
KLHL24	UNQ604/PRO1190
HDAC3	RP11-125A15.2
CSNK2A1	TCOF1
CCT7	PPP2R2A
RP1-130E4.1	RP1-54B20.4
HSPC317	NCOR1
HHV8GK18_gp81	TERF1
DDX19A	RP11-383C12.1
CALM1	RP1-319D22.1
PLK1	RP11-187B3.1
MED24	QKI
RP11-383C12.1	RP4-811H24.2
CUL3	RP3-339A18.4
RP11-383C12.1	SRCAP
CIRBP	HKMT1069
PSMC3	VHL
OK/SW-cl.35	RP11-57G10.3
KIF1C	ROBO2
MCM2	RP5-824I19__A.1
SMURF1	UBXN7
RP1-154G14.1	SYNC
CASP8	CHD3
GDF15	NLGN3
HIST3H3	RP11-806J18.2
NAB2	NAB2
CCDC101	RP1-154G14.1
SMAD2	Uhmk1
RP11-716A19.5	VHL
NCOR2	RARA
DHX38	EGFR
DDX21	TERF1
BHLHE41	RASD1
HSPC057	KRT80
CCT6B	DNASE1L2
AHCYL1	TTC9C
GS1-120K12.1	PPARGC1A
RP11-348N5.4	RPS13
FBXO28	MCM2
SMARCB1	VHL
RP3-330O12.3	RP5-1054A22.2
HIST1H1A	WDR5
HSPC057	ILF3
PRPF31	RP23-244N6.4
HSPB1	RP1-130E4.1
CCT7	MIOS
LDHB	ZNF746
HIST2H2BE	ILF3
CTTN	CUL3
SBBI58	ZBTB8A
CUL3	RPL36AP37
PCCB	ZNF746
ATM	WWOX
HSPC057	WARS
EGFR	PRR14
EGFR	ZZZ3
KRTAP10-7	RP1-278E11.1
BUB3	Hsph1
ERCC8	PCNA
FOXJ2	QRICH1
FARSA	RP3-330O12.3
KRAS	NONO
HDAC4	TBL1XR1
DAB2	PIN1
COPS2	RP11-391H12.1
APP	CEACAM6
RP11-2K17.2	RP11-96K19.1
LEPR	PIN1
UBC	YKL063C
HDAC3	THRA
Sp1	ZBTB16
HNRNPF	ZWINT
RP1-130E4.1	YWHAQ
PP8000	TERF2
RP11-1114A5.1	RP5-824I19__A.1
HSPC057	RP11-223J15.3
CBX4	CSNK2A2
Hoxa1	SPRY2
ACACA	RP11-57G10.3
AC002059.7	RP11-90M2.2
EGFR	LGALS3
KRAS	RAF1
PCGF6	UBE2D3
TUBA4A	b1610
RP1-212G6.2	VHL
RP1-130E4.1	ZBTB16
RP11-4O1.1	RP3-330O12.3
RP11-173P16.1	RP11-48O20.1
MCM2	RP1-154G14.1
CCT6B	KLHDC8A
NDUFS1	NDUFS6
EGFR	MFAP1
APP	SEPT5
RP11-575L7.1	USP14
KIF1C	KSR1
RP4-576H24.3	TERF1
CPSF6	WWOX
APP	RP11-3J11.3
NR3C1	RP11-96K19.1
DAAP-21F2.5	KRAS
RP1-237H22.1	SRPK2
CALM1	Tpd52
LOC100272216	UBC
CCT7	THBS3
CALM1	PPP1CB
BPTF	SMAD2
UBC	YBL030C
DAAP-285E11.4	RP11-307C12.1
MCM7	hCG_1997849
HSPC310	SUZ12
IMPA2	RBFOX1
EGFR	TUFM
CSNK2A2	PCGF6
CHD8	RBBP5
RP3-330O12.3	UQCRC2
APP	APRT
FKSG14	PCBD2
Cul3	LGALS3BP
GS1-120K12.1	RP11-265F14.3
APP	MEST
PSMC5	UBC
RBM3	RPL39
CSNK2A2	SMURF1
JARID2	SUZ12
GS1-120K12.1	MBD1
RP11-391H12.1	UNK
PPIL2	RP23-63E8.1
HDAC3	SRF
CCT2	ITGA4
UBC	YGR234W
HNRNPF	RP1-130E4.1
RP11-125A15.2	VHL
DNAJC9	ZNF746
DQX1	RP11-96K19.1
KIF5A	PIN1
JAKMIP2	PIN1
HHEX	RP11-203D19.1
HNRNPF	LA16c-313D11.4
DAMC-258G8.6	MCM2
ATR	MCM7
CSH1	SMAD2
AC002059.7	GOLGB1
RAD51	RPA1
ID2	VHL
APP	DUSP21
ICAM1	RP11-535C21.1
CHD4	DNMT1
PIN1	RP11-48O20.1
AMOTL1	UBC
ICAM1	RP11-152N13.13-004
HSPC075	RP11-575L7.1
MCCC2	TERF1
HIST2H2AC	RP1-85F18.1
AC002059.7	RPA3
RP1-130E4.1	RP5-963E22.1
U2AF2	YWHAE
APP	RAPGEFL1
MCM7	TONSL
APP	PARD6A
CCT6A	SMURF1
MYC	VHL
APP	HK1
KANSL2	WDR5
UBC	YMR237W
HIST1H4A	NSD1
U2SURP	WWOX
CGI-95	MCM2
MYOCD	UBC
HSPC057	PLEC
HDAC7	NCOR2
RP3-339A18.4	TP53
ATF2	RP11-443G18.6
HIST1H2AK	YWHAQ
ATF2	TCP1
APP	RASGRP2
COPS7B	UBE3A
NAA15	ZNF746
KPNB1	LGALS3
CUL7	RP11-1114A5.1
GS1-120K12.1	PRO2646
CALM1	DRD2
APP	MLX
MT1X	PP8000
RP11-187B3.1	RP11-342D11.1
ATXN1	STAM2
SIRT6	TBL1XR1
UBC	VCPIP1
KPNB1	SMC3
DZIP3	HIST2H2BE
AHCYL1	TPM1
NLGN3	RP11-127L20.4
HSPC057	MAT2A
RP11-383C12.1	TRIM24
RP11-540B6.6	YWHAE
CORO1B	TERF1
MYL6	RP1-130E4.1
RP11-137P24.1	RP11-307C12.1
GS1-120K12.1	THOC5
RP11-205M20.5	UBC
NDUFS1	NDUFS7
AC002059.7	RPSA
RP11-187B3.1	RP5-1077B9.2
LMNB1	MCM2
RP11-383C12.1	TSG101
APP	MRPS6
KRT9	RP11-391H12.1
ARRB2	EGFR
CSNK2A1	DDX41
RP1-148E22.1	YWHAE
BRAF	EGFR
RP23-211O3.1	UBC
DLNB13	KRAS
AHCYL1	CAMKV
KIF1C	YWHAQ
MYBBP1A	PCNA
S100A7	TERF1
ANXA2	PRDX2
OBSL1	PRPF31
UBC	hucep-7
CUL3	GIG46
MCM2	XXbac-BCX105G6.6
ARHGDIA	CUL3
NELL2	POC1A
HNRNPC	YWHAE
APP	NGLY1
GHc-521F8.1	SRPK2
CCT6A	Cenpf
FAF2	GS1-120K12.1
CDC73	HNRNPF
FBXL18	MAGEA1
C1orf109	CSNK2A1
CSNK2A1	LLGL2
NIPSNAP1	RP11-443G18.6
ELAVL1	RP11-348N5.4
CSNK2A1	KPNA4
CTGF	EGFR
RBM3	RP23-77A2.2
RP11-82K18.1	SAP25
CNBP	RP11-383C12.1
MED15	RP5-1181N3.2
CALM1	Dclk1
PP8000	Terf2
MYC	YWHAE
DAAP-66K18.3	RP1-130E4.1
MYL3	SP1
RP11-540N4.1	TOP1MT
PTPLAD1	RP1-130E4.1
HHEX	PML
CTA-445C9.9	GPS2
Mlxipl	YWHAQ
APP	FAM126B
HSPC049	RP3-339A18.4
EID2	SMAD3
MRPS6	SRPK2
HOXA1	KRTAP5-9
Cct2	RP4-675E8.1
EGFR	PDIA3
CCT5	KLHL33
CUL3	SENP3
FUBP1	RP11-203D19.1
CUL4B	KPNB1
WDR5	ZNF335
NAB2	RP4-696P19.1
RFPL4B	SATB2
KRAS	RP11-432E18.11-001
CALM1	HSP90AA1
CCT2	TP53
KDM3B	UBC
ATXN1	CAMK2B
CGI-110	HSPC057
RP5-1002M8.1	SUZ12
CALM1	STX8
CCT6B	RP4-754E20__B.2
Morf4l1	RP11-203D19.1
BLNK	RP11-173P16.1
ATXN7L3	RP11-57G10.3
CCT4	RP11-247A12.4
CHD4	PML
TIAM1	YWHAE
PRPF8	ZNF746
C11orf84	HSPC057
ICAM1	RPL19
DADB-127H9.2	RP5-1025A1.1
RPS27L	ZNF746
CUL3	PP3898
FGB	PBK
CCT2	HHV1gp089
CRX	RBFOX1
DN-199E5.2	SUB1
PEX2	RP11-203D19.1
GS1-120K12.1	IQGAP1
CALM1	RP23-241M12.1
EED	GS1-120K12.1
TUBA4A	TUBG1
HSPA4	RP11-173P16.1
CSNK2A1	USB1
APP	RP5-823N20.1
GINS4	MCM7
KRAS	RP11-690G19.3
OK/SW-cl.35	RP1-130E4.1
MCM2	RPS27L
TBL1X	TSC22D4
ATXN1	ESRP1
DYNC1I1	RP1-85F18.1
PCNA	POLK
SHBG	SRI
HCFC2	RP11-443G18.6
PRO0324	RP1-130E4.1
HSPC057	QARS
NAGK	TCF12
CUL3	RP3-496G1.1
NTRK1	RABEP1
RFC5	RP3-339A18.4
RP5-1009H6.1	TCF12
NR0B2	RP11-383C12.1
SF3A1	WWOX
DASS-97D12.4	NAB2
CSNK2A2	LA16c-OS12.1
RP1-290I10.1	RP1-85F18.1
C4orf27	HIST2H2AC
UBASH3A	UBC
APP	HSPC335
APP	TRAF3IP1
CSNK2A1	USP48
FAT3	PSG1
PPP2R1A	RP11-391H12.1
RP11-324I22.1	SP1
GRIP2	KRAS
AC002059.7	HAS1
SHMT2	YWHAE
CSNK2A1	DVL2
CCT6A	JAK3
APP	RAB40B
GS1-120K12.1	PRPF8
RP11-443G18.6	WDR92
EGFR	IRAK1
OK/SW-cl.85	RP11-631M21.2
CORO1C	RP1-130E4.1
APP	RP1-5O6.1
RP11-383C12.1	ZBTB32
PRPF31	SNRNP200
MAP1S	RP11-71A24.1
REM1	YWHAE
CRY2	PSMC2
MDS015	YWHAQ
ELL3	RP11-57G10.3
UBC	YML125C
RPS27A	SP2114
CCNB2	NIN
GS1-120K12.1	SNW1
PEX14	TUBA4A
PTPN22	RP5-1068B5.2
ATXN1	C1orf94
IRF7	SMAD3
APP	ERH
CUL3	RPL4
CCT2	RP11-723P2.1
RP11-536C5.3	RP5-824I19__A.1
APP	MYL5
KDM2A	SMAD3
FOXK2	RP5-891H21.2
UBC	YMR203W
CEBPA	RP11-383C12.1
RP11-443G18.6	TUBAL3
CDK7	RP1-130E4.1
APP	FANCM
DPYSL2	RP11-173P16.1
HIST3H3	PPM1G
CALM1	TCF3
BRAF	HSPC057
ADRM1	APP
PCM1	RP11-187B3.1
CUL3	ILF3
HSP90AA1	RP1-130E4.1
ARHGAP39	CSNK2A2
AHCYL2	CAMKV
HSPC057	RP11-11N7.3
RPL22	RPS27A
RP11-1114A5.1	RP11-505P4.2
AHCYL1	P/OKcl.19
HIST1H1E	MCM2
CLK1	TRA2B
DKC1	WWOX
NCKIPSD	PP1221
APP	RP11-467L20.10
Bap1	RP1-5O6.1
CUL3	WDR1
RP1-130E4.1	RP4-657E11.7
UBC	YKR094C
CALM1	MYLK
RTF1	SRPK2
CCNB1	RP11-57G10.3
HDAC3	NCOR2
APP	TEK
RP11-108L7.8	RP11-187B3.1
AHCYL1	RP11-301N24.1
CCT4	HHV1gp089
APP	MCC
HSPC057	RP11-443G18.6
MCM2	UNQ601
CCT2	TCF3
APP	RP11-342K6.1
AHCYL1	RP11-535C21.1
BMF	TCF12
DPYSL5	NTRK1
PCNA	RP11-452K12.8
KRTAP10-1	PRPF31
HSPC057	YWHAE
RP5-1181N3.2	XRCC5
UBC	YOR138C
POLD1	ZNF746
RP3-477O4.2	YWHAQ
CGI-25	MCM2
PRO0650	SRPK2
APP	EIF4E
FOXO4	SMAD3
RP5-1009E24.3	YWHAE
APP	RP11-98D18.12-005
CLK1	RP5-1002M8.1
CUL3	PABPC1
AC002059.7	RP11-479K20.2
PPFIBP1	YWHAQ
RP11-59C5.2	RP5-1025A1.1
RP1-5O6.1	RP2
APP	GSG2
GS1-120K12.1	MYEF2
HSPA13	RP3-330O12.3
RP11-383C12.1	ZBTB7A
APP	C19orf33
COPS5	PRDX2
CCT2	HSPC322
POC1A	RNF168
CFL1	EGFR
HDAC3	HIST1H2BA
BHLHE41	CSNK2A1
YCR002C	YWHAQ
RP3-438D16.2	SUZ12
DN-393H17.5	MYO1C
PCNA	SPAG1
RP11-540D14.1	RP3-330O12.3
EGFR	PPM1A
APP	RPS25
Sqstm1	UBC
EEF1B2	RP3-339A18.4
PIN1	wee1B
GORASP1	WWOX
CEP68	UBC
PRIM1	RNF31
PP642	UBC
EGFR	JAK2
APP	CDABP0047
KCNH2	YWHAE
CGI-138	ZNF331
CEP131	POT1
NLGN3	UBXN6
CUL3	SNRPD2
FANCA	KRAS
ARC	UBE3A
CCT4	RP23-46N3.2
CUL3	SF3B1
RP1-130E4.1	RP23-354G20.5
ACLY	ZNF746
Cry1	RP1-5O6.1
FOXA1	RP11-383C12.1
FOXJ2	GS1-120K12.1
SRSF6	YWHAQ
NCOR2	RXRG
UBC	YGL082W
FASN	HSPC057
UBC	YBL047C
RP11-31K22.2	RP3-330O12.3
CCNE1	CUL3
CUL3	FBXO3
APP	ARHGEF5
APP	DECR1
MCM2	PP9932
KPNB1	PPM1D
AHCYL2	RPL17
CCT5	Tuba3a
FUS	HSPC057
MAP2K6	RP1-154G14.1
KHDRBS1	TBL1X
HIST3H3	JADE3
DKC1	GS1-120K12.1
UBC	YMR250W
DYNC1H1	SUZ12
RP11-57G10.3	RP11-8D7.1
SF3A3	SUZ12
CSNK2A2	UBC
HOXA1	KRTAP10-3
C1orf116	SMAD2
KRT2	RP11-391H12.1
FUS	RP5-1181N3.2
EIF3H	ICAM1
AHCYL1	RP11-24J20.2
CBX2	KRTAP4-12
CUL3	RP3-339A18.2
CSNK2A1	YAF2
COX17	RP11-96K19.1
ITGAV	RP3-330O12.3
CHD3	RP11-269C23.2
HIST1H1C	MCM2
FAM103A1	RBM42
HSPC007	RBM3
CARD8	RP1-154G14.1
PCGF6	RP11-455B2.5
NMI	TUBA3C
ECT2	KPNB1
DSC1	MCM2
EGFR	RP1-179N16.5
FZR1	GMNN
BCAS2	SUZ12
ACTB	RP11-383C12.1
APP	RP11-294K24.3
FOXB1	RP11-203D19.1
RP11-548B3.1	WWOX
APP	NOS1AP
RP11-393H10.1	RP23-244N6.4
CALM1	Ddx17
CD81	TUBB4A
DADB-100D22.6	cbx2
MCM2	RP5-832C2.1
RP23-261D24.1	WDR5
APP	CSAG1
HSPC057	TRAF2
RP13-15M17.2	RP3-330O12.3
ATXN1	GSPT1
SBBI10	WWOX
RP3-407F17.2	RP4-789D17.2
DOK5	EGFR
RP11-548B3.1	YWHAE
GS1-120K12.1	NUMA1
FOXK2	KIAA0513
ANKRD17	FGFR1OP
KRAS	RP1-179M20.4
CUL3	RP11-297A16.3
TERF1	U2AF1
EGFR	GEMIN6
CUL3	NDUFS1
RP11-203D19.1	RP11-57G10.3
ARHGEF5	EGFR
RP11-540N4.1	YWHAE
TCP1	TUBAL3
APP	RP11-165P4.4
APP	LINC00663
RPH3A	UBE3A
CYP4F11	POT1
CD81	NONO
HNRNPF	RP11-297A16.3
HCVgp1	SMAD3
DZIP3	GRIPAP1
HSPC057	PMS1
CD81	JAK3
AD-006	DPPA4
GLYR1	RP1-130E4.1
RUNX1	SMAD3
Cct3	TCP1
CGI-46	TUBA4A
CCT2	RP23-440M18.7
CHD4	EIF5
RBFOX1	TNIP1
FBXL18	IRGC
HDAC4	YWHAE
AD-004	NCOR1
AP2A2	RP11-307C12.1
CUL3	TEFM
AC001226.5	CRY2
KRT5	RP11-307C12.1
ANKRD17	ITGA4
FXYD1	YWHAQ
CALM1	RP23-247I1.3
RP3-339A18.4	SF3A1
RP11-575L7.1	RP5-823N20.1
RAD51	RP23-445E20.1
MCM2	MYO3A
AC002059.7	GS1-273L24.4
BRAF	TERF1
HIST3H3	RP11-459E2.1
ATG14	RALB
HLC3	HSPC057
NCOR2	NR1H2
UBC	YHL015W
NUDCD2	RP11-101K10.7
DCAF7	SMAD2
AIPL1	POT1
ADRA2B	UCHL1
PIN1	sox3
APP	DSCR9
HIST2H2BE	RP11-419L10.1
LEMD3	SMAD2
KLHL8	RP11-443G18.6
CANX	RP3-330O12.3
FOXK2	RP5-1126H10.1
DADB-129D20.4	RP3-339A18.4
EGFR	TRAPPC5
CLK2	YTHDC1
DN-393H17.5	TRIM29
FBXL17	RP1-154G14.1
APP	HRIHFB2411
CARD8	RP3-407F17.2
CUL3	RP4-789D17.1
ANKHD1-EIF4EBP3	RP11-426L16.2
DADB-159G18.7	UBC
RBM3	RP1-240B8.3
CDK2	TCP1
TBC1D15	UBC
CSNK2A1	CTD-2522E6.5
MCM2	RP11-176F3.3
PMS1	RP1-319D22.1
RP13-228J13.4	VHL
ITSN2	UBC
FBXW8	RP11-391H12.1
HIST3H2A	MCM2
PPARG	RP1-85F18.1
MCM7	TCCCTA00141
CCT2	Kif21b
PCNA	TIMELESS
DAZAP1	MPI
PIN1	SNX12
CUL3	PRPF8
DGUOK	DPYSL5
KRAS	Nbla10696
AHCYL2	VSX2
APP	hCG_2022374
MCM2	RP11-422P24.3
ACTB	SHBG
AATK	PPM1A
NCOR1	SAFB2
PSEC0109	RP3-330O12.3
ABCB7	UBC
CD81	RP11-175D17.6
RP11-575L7.1	RP3-339A18.4
CUL3	RPL7L1
AC002059.7	CGI-34
SAP25	SIN3B
APP	LIN7A
CLK1	ZC3H18
CGI-18	RP1-130E4.1
CUL3	RPL8
HDAC4	RP1-130E4.1
ACBD3	CUL3
CCT4	RP11-4K3__A.1
FN1	YWHAQ
CDC14A	RP11-187B3.1
PSMC1	ZNF746
PRDX2	RP11-297A16.3
ARMC6	CCT7
MDH1	PP8000
CCT2	UNQ601
KMT2D	WDR5
KRAS	NUP107
DADB-333F21.5	RP11-57G10.3
HUSSY-07	WDR5
AC002059.7	EIF5A
ICAM1	RP11-536K7.1
RP11-13E5.1	RP11-391H12.1
RP11-83J21.1	YTHDC1
EIF4E	HSPC057
UBC	YLR447C
ITGA5	RP3-330O12.3
CUL3	MRPS26
RP1-130E4.1	SMURF1
DPYSL2	UNK
CUL3	MSTP028
HIST2H2AC	PARP10
AP2A2	MCM2
HSPC108	RP3-330O12.3
ACTBL2	RP5-1068B5.2
EFTUD1	PCGF6
CCT6B	RHOF
HIST2H2AC	MSTP039
MLH3	RP11-383C12.1
UBC	YBL076C
ANXA2	HSPC057
KRAS	TRIM36
RP11-187B3.1	RP11-25C17.1
CSNK2A1	Htra2
CD81	NCL
CRY2	MCM4
CCT4	MEPCE
FANCD2	MCM2
SUZ12	WT1
FBXO25	RPS27A
POTEF	RP1-179N16.4
RP11-115D7.1	RP11-57G10.3
UBE3A	UBE3A
CBX2	HIST1H2BG
RP1-154G14.1	UNQ6118/PRO20040/PRO38901
APP	P/OKcl.15
DPF2	RP11-383C12.1
GS1-120K12.1	OTUD6A
ISG15	RP11-443G18.6
AHCYL1	ZYX
PHB2	RP3-339A18.4
APP	tcag7.1314
DOK4	EGFR
CHD8	MSH6
CALM1	Camkv
CEP70	TUBA3C
KRAS	RP11-29B2.2
KPNB1	NUP62
UBC	YDR171W
CBS	UBC
FAM83D	KRAS
AHCYL1	SIN3A
PPP1CB	WDR5
FBXW11	HUSSY-27
AC002059.7	LOC645086
DAZAP1	UBE2L3
NCOR1	RARG
NEDD4L	UBC
RP1-85F18.1	TAL1
CRY2	RP3-496N17.2
AC002059.7	RP11-68I18.8
CSNK2A2	M6pr
MEF2A	SMAD2
APP	C11orf52
RNF111	SMAD2
CSNK2A2	SNX6
CUL3	RP5-845O24.4
RPTOR	YWHAQ
RP11-451M19.1	UBC
CCT4	LGALS3BP
CDH1	WWOX
UBC	YOR096W
APP	MBNL1
PPP1CA	RP3-339A18.4
AHCYL1	TKT
G3BP2	HSPC057
EGFR	SESN2
CPNE3	MCM2
R3HDM4	UBC
KPNB1	NSF
HDAC2	SMAD2
KIF1C	YWHAG
PIG19	RP3-339A18.4
CSNK1A1	LRP6
TBK1	YWHAE
PRKCSH	TUBA4A
RP11-57G10.3	RP5-1013A22.1
CCT2	RP11-211N11.6
PPP1R3F	WDR5
AKT2	POLR1B
PPP2R2C	ZNF746
HSPC057	RPLP2
KRT2	MCM2
SMTNL2	YWHAE
HNRNPA2B1	RP1-85F18.1
AHCYL1	PSMD9
RP5-1181N3.2	SMAD3
DAZAP1	RP11-57C19.3
RP1-130E4.1	SLC25A20
APP	RP5-1033H22.1
GS1-120K12.1	YBX1
RP11-536C5.3	RPL6
LARP1	YWHAE
CCT6A	RP4-811H24.2
EIF4B	YWHAE
CTA-216E10.8	RPAP1
MDM2	RP11-383C12.1
FHL3	QRICH1
RP1-130E4.1	RP6-29D12.1
COMT	RP3-330O12.3
AVIL	RP11-631M21.2
PMS1	RP3-337H4.4
ALYREF	RP1-5O6.1
RP11-422P24.3	TUBA4A
PP9932	RP3-330O12.3
MCM2	USP17L5
APP	KCNK5
AHCYL1	UBE2B
ANKRD17	CREB1
HDAC3	TCP1
RP3-330O12.3	TRIM28
EGFR	IRS4
DC13	VHL
PCNA	XRCC1
CCNJL	TUBA4A
PRPF31	ZNF622
CCT6A	MYO19
HEXIM1	RP1-130E4.1
MCM2	RP4-635A23.5
CUL3	OK/SW-cl.67
AD-006	TCP1
CDK5	RP11-443G18.6
PRMT1	RP11-383C12.1
RBFOX1	SDR9C7
FKBP8	VHL
DADB-104B20.2	TCP1
APP	MOB1B
RP5-824I19__A.1	WDR36
CPNE6	PIN1
RP1-130E4.1	RP11-8D7.1
CREBBP	RP1-85F18.1
CALM1	Ppfia3
ARHGEF15	PIN1
AHCYL1	ITPR1
CHD3	CTTN
EGFR	PCDHGA3
PFAS	VHL
CREBBP	CSNK2A1
NUDCD2	OSTF1
PBRM1	VHL
DNAJB1	NUDC
HNRNPM	ZNF746
EGFR	PTPN11
ARPC4	GS1-120K12.1
ELF2	RP11-540N4.1
APP	FMNL1
GS1-120K12.1	GTF3C1
HIST1H2BK	RP11-536C5.3
FXYD1	THNSL1
EGFR	GOT1
PDCL3	SRPK2
RP1-130E4.1	tcag7.998
CSNK2A1	RELA
EGFR	TRAFD1
AC002059.7	HNRNPD
AC002059.7	ACE
BCL11B	SP1
RP3-330O12.3	TMPO
PRPF31	Sart1
CCT7	SSR4
CALM1	Mbp
RP1-130E4.1	UBTF
ANKS1B	UBC
CEP44	POC1A
RP3-423B22.1	SMAD3
UBC	XXbac-BCX101P6.2
JADE1	RP23-26L6.13-001
CUL3	GORASP2
ANKRD17	RP4-758J24.3
RP3-330O12.3	TUSC3
GS1-120K12.1	SUPT5H
ELAVL1	RBM3
APP	RP5-860F19.3
RP1-85F18.1	RP23-279L23.5
MRPL54	RP23-33N15.1
CGI-122	MCM7
Nab2	PRKAA1
RP11-420G6.2	Uba52
AHCYL1	SOX30
PRPF31	SNRPD1
CDK2	GMNN
Dlx5	SRY
AES	PRPF31
TUBB2A	YWHAQ
RP1-85F18.1	RP5-1009H6.1
PSEC0181	TUBA4A
PP9092	RP11-575L7.1
FOXO1	SATB2
SKI	TCP1
LMF2	RP3-330O12.3
RP3-330O12.3	UNQ727/PRO1409
CUL3	SF3B2
RP11-203D19.1	tcf7l1a
C1orf27	HSPC057
KRAS	TRG9
CCT7	RP11-443G18.6
DN-393H17.5	HCCS4
AHCYL2	RP11-269F19.3
FOXK2	PDGFRB
TWIST1	UBC
RP1-130E4.1	RPS23
HSPC057	XXbac-BCX105G6.6
DZIP3	UBR3
PCNA	USP10
EZH2	RP11-383C12.1
APP	CLUAP1
HIV1gp1	VHL
SRSF6	SUZ12
RBM3	USP34
APP	UBXN6
RP1-50O24.1	SMAD3
AC002059.7	RP11-50D16.2
UBC	YNL098C
INO80	RP23-328F3.2
APP	RP11-453E2.2
APP	RP11-260H5__B.1
CAPRIN1	RP3-330O12.3
CHD8	TBL1Y
CCT6A	TUBG1
UBC	YGR282C
CIRBP	RBMY1A1
FAP	RP3-339A18.4
G3BP1	MCM2
CTSB	RP3-330O12.3
HSPC042	POC1A
LRP6	WNT10B
CCT5	HCFC2
EGFR	THOP1
RP11-383C12.1	TAF1
RAD23A	UBE3A
RP3-339A18.4	hCG_2002013
HSPC057	RP1-14N1.3
DHX9	YWHAQ
PAX9	RP11-203D19.1
CITED2	SMAD2
RP4-650H14.3	YWHAE
EGFR	HSPC009
CUL3	KRT71
UBC	VPS37C
Rybp	UBC
RBM42	RP11-575L7.1
POLR2G	WWOX
CCT6A	RP11-124N14.1
APP	RPL23
COL6A1	UNQ596/PRO1182
CALM1	Ppp3ca
DADB-70P7.1	RP3-407F17.2
APP	RP1-106H8.1
CRY2	DAQB-147D11.1
RES4-26	RP11-383C12.1
INSR	PPM1A
DAZAP2	RHOXF2
MCM2	UBE2D4
GTF2H1	RP11-383C12.1
RP5-1181N3.2	VDR
KRAS	RIN1
COPRS	HIST3H3
RP1-310O13.10-004	TCP1
RP11-536C5.3	YBX3
CALM1	RP3-339A18.4
HSPA4	TCP1
HSPD1	RP23-328F3.2
A-152E5.7	HIST2H2AC
CSNK2A2	RP11-2K15.3
PRPF31	RPAP2
CUL3	N4BP1
ATXN1	RHOXF2
GPS2	SIN3A
CCT6A	SF3B1
DHX15	RP1-130E4.1
MCM2	PRDX3
APP	CSRP1
SMARCD3	TBL1XR1
RP11-299N6.2	RP11-575L7.1
RPS12	ZNF746
PHC3	RP23-458A23.7
CALM1	LRRK2
