Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
Hypoxia-inducible factor in the cardivascular system	3949	PID BIOCARTA	9606	2	16	0.016747567885044595	0.041127876885839604	EP300; VHL; 	EP300|IDBG-8992|ENSG00000100393|2033|; VHL|IDBG-17819|ENSG00000134086|7428|; 
Nongenotropic Androgen signaling	14920	PID NCI	9606	2	16	0.016747567885044595	0.041127876885839604	AR; SHBG; 	AR|IDBG-73722|ENSG00000169083|367|; SHBG|IDBG-26209|ENSG00000129214|6462|; 
Polo-like kinase mediated events	12971	REACTOME	9606	2	16	0.016747567885044595	0.041127876885839604	CCNB2; EP300; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; EP300|IDBG-8992|ENSG00000100393|2033|; 
Interleukin-1 signaling	13078	REACTOME	9606	3	43	0.016574063574945723	0.04162264834432071	MAP3K7; TAB1; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	13017	REACTOME	9606	4	78	0.016572688562913208	0.041808373420076504	APP; CYLD; EP300; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; EP300|IDBG-8992|ENSG00000100393|2033|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Antigen processing: Ubiquitination & Proteasome degradation	12981	REACTOME	9606	7	212	0.01732825922855533	0.041996436121607895	CUL3; DZIP3; FBXO6; HUWE1; UBC; UBE3A; VHL; 	CUL3|IDBG-82331|ENSG00000036257|8452|; DZIP3|IDBG-49039|ENSG00000198919|9666|; FBXO6|IDBG-89462|ENSG00000116663|26270|; HUWE1|IDBG-70116|ENSG00000086758|10075|; UBC|IDBG-64029|ENSG00000150991|7316|; UBE3A|IDBG-4274|ENSG00000114062|7337|; VHL|IDBG-17819|ENSG00000134086|7428|; 
Centrosome maturation	18712	REACTOME	9606	4	79	0.017291366761330886	0.0420908269848186	CSNK1E; ODF2; TUBA4A; YWHAE; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Recruitment of mitotic centrosome proteins and complexes	12979	REACTOME	9606	4	79	0.017291366761330886	0.0420908269848186	CSNK1E; ODF2; TUBA4A; YWHAE; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
SHP2 signaling	15583	PID NCI	9606	3	44	0.01762698588502262	0.042350550502976425	EGFR; JAK2; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
SIRT1 negatively regulates rRNA Expression	17988	REACTOME	9606	3	44	0.01762698588502262	0.042350550502976425	HIST2H2AC; HIST2H2BE; SIRT1; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; SIRT1|IDBG-75847|ENSG00000096717|23411|; 
TGF-beta signaling pathway	465	KEGG	9606	4	80	0.01802926249000405	0.043130347767035546	EP300; SMAD2; SMAD3; SP1; 	EP300|IDBG-8992|ENSG00000100393|2033|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Oncostatin_M	16513	NETPATH	9606	3	45	0.018716469087488696	0.04420272486619671	EP300; JAK2; SHC1; 	EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signaling events mediated by PTP1B	15198	PID NCI	9606	3	45	0.018716469087488696	0.04420272486619671	EGFR; JAK2; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Nerve growth factor pathway (ngf)	4099	PID BIOCARTA	9606	2	17	0.0188263131847498	0.04427374498955991	CSNK2A1; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Toll Like Receptor 4 (TLR4) Cascade	13046	REACTOME	9606	5	122	0.018639728894754484	0.04439935423428643	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Cytokine Signaling in Immune system	17418	REACTOME	9606	8	267	0.019149207708289546	0.04484308134219704	ARIH1; ICAM1; JAK2; KPNB1; MAP3K7; SHC1; TAB1; UBC; 	ARIH1|IDBG-20750|ENSG00000166233|25820|; ICAM1|IDBG-26804|ENSG00000090339|3383|; JAK2|IDBG-47039|ENSG00000096968|3717|; KPNB1|IDBG-56053|ENSG00000108424|3837|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
S Phase	17420	REACTOME	9606	5	124	0.019852904729277643	0.046295639179618035	MCM2; PCNA; PRIM1; PRIM2; UBC; 	MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
IGF1R signaling cascade	19000	REACTOME	9606	4	83	0.020359616879102115	0.04688625463859615	AKT2; JAK2; PPM1A; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Insulin receptor signalling cascade	18606	REACTOME	9606	4	83	0.020359616879102115	0.04688625463859615	AKT2; JAK2; PPM1A; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	13284	REACTOME	9606	4	83	0.020359616879102115	0.04688625463859615	AKT2; JAK2; PPM1A; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signalling by NGF	16818	REACTOME	9606	8	271	0.020732941192675935	0.04754868744601299	AKT2; EGFR; HDAC3; JAK2; RALB; SHC1; UBC; YWHAE; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; HDAC3|IDBG-50725|ENSG00000171720|8841|; JAK2|IDBG-47039|ENSG00000096968|3717|; RALB|IDBG-68212|ENSG00000144118|5899|; SHC1|IDBG-103007|ENSG00000160691|6464|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	13922	REACTOME	9606	2	18	0.021007638823428754	0.04758873284491004	UBC; VHL; 	UBC|IDBG-64029|ENSG00000150991|7316|; VHL|IDBG-17819|ENSG00000134086|7428|; 
RNA Polymerase I Promoter Clearance	17889	REACTOME	9606	4	84	0.02117571430389878	0.04777447739294236	CHD3; CHD4; HIST2H2AC; HIST2H2BE; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; 
Agrin in postsynaptic differentiation	4033	PID BIOCARTA	9606	3	47	0.021005402108374916	0.04777868102519704	ACTA1; EGFR; SP1; 	ACTA1|IDBG-107311|ENSG00000143632|58|; EGFR|IDBG-16933|ENSG00000146648|1956|; SP1|IDBG-36616|ENSG00000185591|6667|; 
G beta:gamma signalling through PI3Kgamma	13221	REACTOME	9606	3	47	0.021005402108374916	0.04777868102519704	AKT2; JAK2; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Fc epsilon receptor (FCERI) signaling	17802	REACTOME	9606	6	173	0.02171847801305471	0.048800628733786905	AKT2; EGFR; JAK2; MAP3K7; TAB1; UBC; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Insulin receptor signaling	16186	INOH	9606	4	85	0.022011664646049832	0.049259975316764744	AKT2; SHC1; YWHAE; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; SHC1|IDBG-103007|ENSG00000160691|6464|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Interleukin-3, 5 and GM-CSF signaling	13082	REACTOME	9606	3	48	0.02220494058042797	0.04929496808855009	JAK2; SHC1; UBC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Regulation of Androgen receptor activity	15656	PID NCI	9606	3	48	0.02220494058042797	0.04929496808855009	AR; SIRT1; SRY; 	AR|IDBG-73722|ENSG00000169083|367|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SRY|IDBG-1|ENSG00000184895|6736|; 
Pathways in cancer	4397	KEGG	9606	9	329	0.022605492827726732	0.04998425704935592	AKT2; AR; EGFR; EP300; RAD51; RALB; SMAD2; SMAD3; VHL; 	AKT2|IDBG-51270|ENSG00000105221|208|; AR|IDBG-73722|ENSG00000169083|367|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; RAD51|IDBG-6509|ENSG00000051180|5888|; RALB|IDBG-68212|ENSG00000144118|5899|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; VHL|IDBG-17819|ENSG00000134086|7428|; 
Condensation of Prophase Chromosomes	17113	REACTOME	9606	3	49	0.023441218612239793	0.050231182740513844	HIST2H2AC; HIST2H2BE; HIST3H3; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; 
PRC2 methylates histones and DNA	16775	REACTOME	9606	3	49	0.023441218612239793	0.050231182740513844	HIST2H2AC; HIST2H2BE; SUZ12; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; SUZ12|IDBG-39777|ENSG00000178691|23512|; 
Regulation of retinoblastoma protein	15024	PID NCI	9606	3	49	0.023441218612239793	0.050231182740513844	HDAC3; SIRT1; SMARCB1; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SMARCB1|IDBG-2584|ENSG00000099956|6598|; 
RNA Polymerase I Transcription	16984	REACTOME	9606	4	86	0.022867576801773024	0.05036311557533345	CHD3; CHD4; HIST2H2AC; HIST2H2BE; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; 
Downregulated of mta-3 in er-negative breast tumors	3959	PID BIOCARTA	9606	2	19	0.023288683578611385	0.05048913822706765	ESR1; TUBA4A; 	ESR1|IDBG-97997|ENSG00000091831|2099|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
GRB2 events in EGFR signaling	13214	REACTOME	9606	2	19	0.023288683578611385	0.05048913822706765	EGFR; JAK2; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; 
Signaling by NODAL	13884	REACTOME	9606	2	19	0.023288683578611385	0.05048913822706765	SMAD2; SMAD3; 	SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
Immune System	18444	REACTOME	9606	22	1127	0.023079925653846985	0.05062987643432837	AKT2; APP; ARIH1; CD81; CUL3; CYLD; DZIP3; EGFR; EP300; FBXO6; HUWE1; ICAM1; JAK2; KPNB1; MAP3K7; NCKIPSD; SHC1; TAB1; TUBA4A; UBC; UBE3A; VHL; 	AKT2|IDBG-51270|ENSG00000105221|208|; APP|IDBG-1100|ENSG00000142192|351|; ARIH1|IDBG-20750|ENSG00000166233|25820|; CD81|IDBG-22455|ENSG00000110651|975|; CUL3|IDBG-82331|ENSG00000036257|8452|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; DZIP3|IDBG-49039|ENSG00000198919|9666|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; FBXO6|IDBG-89462|ENSG00000116663|26270|; HUWE1|IDBG-70116|ENSG00000086758|10075|; ICAM1|IDBG-26804|ENSG00000090339|3383|; JAK2|IDBG-47039|ENSG00000096968|3717|; KPNB1|IDBG-56053|ENSG00000108424|3837|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; NCKIPSD|IDBG-239383|ENSG00000213672|51517|; SHC1|IDBG-103007|ENSG00000160691|6464|; TAB1|IDBG-8281|ENSG00000100324|10454|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; UBE3A|IDBG-4274|ENSG00000114062|7337|; VHL|IDBG-17819|ENSG00000134086|7428|; 
G-protein beta:gamma signalling	17727	REACTOME	9606	3	50	0.024714230250479648	0.05255324823377856	AKT2; JAK2; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
GPVI-mediated activation cascade	13127	REACTOME	9606	3	50	0.024714230250479648	0.05255324823377856	AKT2; JAK2; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Egf signaling pathway	4162	PID BIOCARTA	9606	2	20	0.025666640892789	0.05315293169961901	EGFR; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Igf-1 signaling pathway	4168	PID BIOCARTA	9606	2	20	0.025666640892789	0.05315293169961901	CSNK2A1; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Nf-kb signaling pathway	3978	PID BIOCARTA	9606	2	20	0.025666640892789	0.05315293169961901	MAP3K7; TAB1; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; 
SHC-mediated signalling	13279	REACTOME	9606	2	20	0.025666640892789	0.05315293169961901	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signal transduction by L1	13872	REACTOME	9606	2	20	0.025666640892789	0.05315293169961901	CSNK2A1; EGFR; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EGFR|IDBG-16933|ENSG00000146648|1956|; 
Sprouty regulation of tyrosine kinase signals	4142	PID BIOCARTA	9606	2	20	0.025666640892789	0.05315293169961901	EGFR; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
M Phase	18628	REACTOME	9606	8	281	0.025097444296361397	0.05316443352855182	CCNB2; CSNK2A1; HIST2H2AC; HIST2H2BE; HIST3H3; MIS12; TUBA4A; UBC; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; MIS12|IDBG-21731|ENSG00000167842|79003|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; 
IL-7 signaling	16106	INOH	9606	6	180	0.02578162280278124	0.0531925674927271	AKT2; CSNK1E; EGFR; JAK2; MAP3K7; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Prostate cancer	544	KEGG	9606	4	90	0.02649281157491072	0.05425649602979871	AKT2; AR; EGFR; EP300; 	AKT2|IDBG-51270|ENSG00000105221|208|; AR|IDBG-73722|ENSG00000169083|367|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; 
EPO signaling pathway	16151	INOH	9606	6	181	0.026400725753797226	0.054268158493916516	AKT2; CSNK1E; EGFR; JAK2; MAP3K7; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Keratinocyte differentiation	4032	PID BIOCARTA	9606	3	52	0.027370336458617382	0.05584756152401709	EGFR; SHC1; SP1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Mitotic G1-G1/S phases	17361	REACTOME	9606	5	136	0.02822304543445682	0.05654797911957955	MCM2; PCNA; PRIM1; PRIM2; UBC; 	MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
EGF signaling pathway 	16203	INOH	9606	2	21	0.028138757971720083	0.05658337200835016	EGFR; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Growth hormone signaling pathway	4113	PID BIOCARTA	9606	2	21	0.028138757971720083	0.05658337200835016	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
IL3-mediated signaling events	15527	PID NCI	9606	2	21	0.028138757971720083	0.05658337200835016	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
PDGFR-alpha signaling pathway	15770	PID NCI	9606	2	21	0.028138757971720083	0.05658337200835016	CSNK2A1; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
GMCSF-mediated signaling events	15598	PID NCI	9606	2	22	0.030702334892677333	0.061074537152100074	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
HSF1-dependent transactivation	18731	REACTOME	9606	2	22	0.030702334892677333	0.061074537152100074	DNAJB1; EP300; 	DNAJB1|IDBG-33491|ENSG00000132002|3337|; EP300|IDBG-8992|ENSG00000100393|2033|; 
Toll-Like Receptors Cascades	17767	REACTOME	9606	5	140	0.0314437948035639	0.06210429222767959	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Ubiquitin mediated proteolysis	519	KEGG	9606	5	140	0.0314437948035639	0.06210429222767959	CUL3; CUL4A; HUWE1; UBE3A; VHL; 	CUL3|IDBG-82331|ENSG00000036257|8452|; CUL4A|IDBG-52956|ENSG00000139842|8451|; HUWE1|IDBG-70116|ENSG00000086758|10075|; UBE3A|IDBG-4274|ENSG00000114062|7337|; VHL|IDBG-17819|ENSG00000134086|7428|; 
p75(NTR)-mediated signaling	15333	PID NCI	9606	3	55	0.03162879311502051	0.06224815666254036	APP; SHC1; YWHAE; 	APP|IDBG-1100|ENSG00000142192|351|; SHC1|IDBG-103007|ENSG00000160691|6464|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Methionine Cysteine metabolism	16250	INOH	9606	2	23	0.0333547237297958	0.06405491927348328	AHCYL1; AHCYL2; 	AHCYL1|IDBG-100935|ENSG00000168710|10768|; AHCYL2|IDBG-40716|ENSG00000158467|23382|; 
SHC-related events	16715	REACTOME	9606	2	23	0.0333547237297958	0.06405491927348328	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
SHC-related events triggered by IGF1R	13283	REACTOME	9606	2	23	0.0333547237297958	0.06405491927348328	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Segmentation clock	3960	PID BIOCARTA	9606	2	23	0.0333547237297958	0.06405491927348328	CSNK2A1; LRP6; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
Organelle biogenesis and maintenance	16766	REACTOME	9606	5	142	0.033137325340761886	0.06453058092674684	HDAC3; NCOA6; NCOR1; TBL1X; TBL1XR1; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
ATF-2 transcription factor network	15253	PID NCI	9606	3	56	0.033121063878159065	0.06472602271964184	CUL3; EP300; ESR1; 	CUL3|IDBG-82331|ENSG00000036257|8452|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; 
Pathogenic Escherichia coli infection	434	KEGG	9606	3	56	0.033121063878159065	0.06472602271964184	TUBA4A; TUBB8; YWHAQ; 	TUBA4A|IDBG-81457|ENSG00000127824|7277|; TUBB8|IDBG-777287|ENSG00000261456|347688|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Fas signaling pathway	16231	INOH	9606	2	24	0.03609332769054969	0.06836790740018797	YWHAE; YWHAQ; 	YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Plasma membrane estrogen receptor signaling	15557	PID NCI	9606	2	24	0.03609332769054969	0.06836790740018797	ESR1; SHC1; 	ESR1|IDBG-97997|ENSG00000091831|2099|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Retinoic acid receptors-mediated signaling	15413	PID NCI	9606	2	24	0.03609332769054969	0.06836790740018797	HDAC3; NCOR2; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR2|IDBG-63911|ENSG00000196498|9612|; 
a6b1 and a6b4 Integrin signaling	15252	PID NCI	9606	2	24	0.03609332769054969	0.06836790740018797	EGFR; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Amyloids	13692	REACTOME	9606	3	59	0.03781447385866582	0.07138446595768548	APP; HIST2H2AC; HIST2H2BE; 	APP|IDBG-1100|ENSG00000142192|351|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; 
Epigenetic regulation of gene expression	17815	REACTOME	9606	4	101	0.03815759976191178	0.07178802667071538	HIST2H2AC; HIST2H2BE; SIRT1; SUZ12; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SUZ12|IDBG-39777|ENSG00000178691|23512|; 
EGFR downregulation	13215	REACTOME	9606	2	25	0.03891560026834075	0.07223464263855892	EGFR; UBC; 	EGFR|IDBG-16933|ENSG00000146648|1956|; UBC|IDBG-64029|ENSG00000150991|7316|; 
SHC1 events in ERBB4 signaling	13261	REACTOME	9606	2	25	0.03891560026834075	0.07223464263855892	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signaling events mediated by HDAC Class III	15506	PID NCI	9606	2	25	0.03891560026834075	0.07223464263855892	EP300; SIRT1; 	EP300|IDBG-8992|ENSG00000100393|2033|; SIRT1|IDBG-75847|ENSG00000096717|23411|; 
Wnt signaling network	15193	PID NCI	9606	2	25	0.03891560026834075	0.07223464263855892	LRP5; LRP6; 	LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
